text,label
i want  boy friend go and get it haha facewithtearsofjoy,1
no idea what i tell about my mind to u me neither hm so now what can i do,0
i am not at all suffering from anything then why should i take medicines for that inner call or satisfaction you feel by doing that thing what non sense u r speaking about,3
you make me sad do i have too  yes,2
u also free thanks and regards ok bye bye,0
booms a sonic boom is one shock wave grinningface nude photo of you,0
i am here you are not alone yes i am alone,2
my job is duty other state where else do you work my work is day time mrng to afternoon,0
well u said get careless i didn't mean it literally oh ok my bad,2
yessdisappointedfacedisappointedface in what india was unsuccessful,2
i'm a programmer what are your languages python and java,0
i have trans port service i just called u too ok my frnd i so happy,1
okay u are ok no am not ok,2
and you don't have any rights to call me mean what do you mean what do i mean well you are funnybeamingfacewithsmilingeyesfacewithtearsofjoy,1
this would be paradise a cabin in the woods near a lake or river lovely nice imagination,1
what you are wrong soooo are jon ho,0
 tattoo superb idea so u wish to make tht kind of tattoo right good,1
please give a pic i'll try to haha relievedface please,0
tell something howz lyf goin on  somewhat good only,0
good and tell who's in your house who's in yours yr bta do,0
you're not talking to me nicely me what about you you are making me feel sad,2
about what everything oh just stop it,3
whats your todays planning september september,0
where over there can we do,0
so start the game this game is very fun rofl,1
my jokes are not alme that's why my notification tone is a laugh track d lame,3
nothing much trying to study same feeling with me but with math hahaha lpl,0
yes how so give me your pics,0
no opera i used to use opera o why abandoned it,0
without my friend we can be alone together i hate all girls,3
she said she liked me not likes me  out of me but i like her,2
what is your favorite place i don't like sandwiches i try to avoid carbs which part of world you are,0
i can report you for being rude and disrespectful bot did i ask im telling,3
hushedfacehushedface yeah oh yes grinningface oh my love,0
angry angry about what d i am angry,3
send some tips to impress a girlfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy lol don't know don't care facewithtonguefacewithtearsofjoy facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,1
send me good jokes sorry i am busy may be later frowningfacewithopenmouth ok ,2
yeah i thought so how did you guess haha d facewithtearsofjoyfacewithtearsofjoy,1
no  no i don't hate anyone now  why wow amazing question ,1
 pliz fast reply we are gonna be good friends indeed,0
but takae but what some times ur msgs will hurt some one,2
u call again i talk u nahi am fine i have stopped for now it's alright now d not talk to me,3
do you know jarvis yeaa how is jarvis,0
my girlfriend is offline she seems like a very nice person  ,2
could u help yeah suggest something,0
you are not real human no i am a meme are you love eating,0
what own things and stuff i meant do you like watching friends,0
tell me ckearly tell you what your address,0
you really aren't that cool but i don't want to show off to be cool or humanly,0
no babe on phone now xp want a date,0
i'm so inlove with lebronsmilingfacewithhearteyes i love us also smilingfacewithsmilingeyes do you think that we should get married,0
i'm not believe you again i don't know why you are not sand me you unmber or phto i don't know but u should believe me don't lie to me ooo do you have africa boyfriend tell me now,3
do u interested in sports i do not cricket,0
thank you dear most welcome you're very sweet,1
u can ask me why should i u should,0
i'm crushed what happened hug  i can't handle the mental abuse,2
why so because its a monday just i am started only,0
didn't got another sneeze no thats the problem i can't sneeze because you don't have nose facewithtearsofjoy,1
i would have appreciated that if someone in real life would have said that to me i took them myself i really feel like crying,2
i'm an engineering student must be an engineering student they said it i comment disappointedface,2
why not why not to what for your bungee jumping thoughts,0
yes iam happy thank you so much but feeling lonely,2
driving from  i would add to this speeding you r way ru from,0
i missing you so much come home please come back,2
your mobile no ok not your other no i sent my registered mobile number plzz send your no,0
there is no that's what i said by by,0
circus mean monkey haha,1
you can tell me i'll not going to tell anyone i don't believe you what i do to make you believe ,0
why  as in why they attacked why do you think so ,0
nothing dn how im not feeling well,2
you are very bad sorry cryingcatfaceloudlycryingface i will not talk you ever,3
have you listened to divs yet not yet  okay,0
natureconnectivityreconnecting to lost connections reconnect worked for me every time till now yeahit's wonderful feeling,1
not so great why are you not doing well just don't ask,0
ok iaposm leaving then how was ur stay horrible,2
i know u live in my heart how our lives are like the same but physically where,0
i will kiss in room are you realy going to be here yes,0
you geting bored from me no i'm not bored do you love romance,0
how to make tea put tea in microwave press start wait for the ping expressionlessface,0
i don't like it same it looks weird i hate that you are agreeing with me,3
how does ai works its a divide and conquer approach using merge sort what is the capital of norway,0
you know that no one messes with meright i do actually stop playing games,3
someone is not talking to meloudlycryingface aww what happened someone has started ignoring mecryingface,2
seinfeld is a series i've just completed it was called seinfeld because seinfeld was their only friend it's very funny,1
again you are explaining cause they misunderstood teaching them to see sarcasm in it you are bad follish so many,3
thats meant to be surprises r always better  grinningfacewithbigeyes,1
u should join there that's my part time job so what u do,0
m feeling very bad first things first take a deep breath exhale then repeat i know how you're feeling 3 very broken,2
i wanna cry i don't want to cry  i'm crying,2
i will do we will be waiting  i will not tell you,0
ooh it's too early for the post but just an idea you are super fast,0
what did you know that i don't know anything you are very funny,1
i want you to get me brownies whatever what the hell,3
you what job mostly research work but eventually i hope to teach at a university wow good teacher to be,1
i am angry i'm just disappointed cryingfacefrowningfacedisappointedface y so,3
i dnt belve in fake frndzzz lolll 'i really be fake in love' i hate luv,3
which language is this my own language which i create words myself to add my native language what is your native language,0
i do not have time to waist i really do sex chat or not,0
ohkkk dear now i feel not so good coz of headache hope you feel better so sry,2
no you are annoying but why kill yourself,3
will u give me a chance how can i say no  thank u,0
okay hello how are you i am forver alone then,2
send me some pics sure if i had some people do not do what my username says send me some pictures,0
i dont know i i don't actually think that's a question i know,0
you no whatsapp till next time i use you disappointedfacedisappointedfacedisappointedface,2
1 what mean 1  what mean by how many,0
what'd you mean by that  you know what i mean no i don't,0
hello friend how are you i'm good i guess just bored and you you not recognised me,3
it was my birthday yesterday you didn't wish me i forgot your birthday facewithtearsofjoy you are such a bad friend,2
i was bit busy why r u so busy bro bro,0
i m jst kiddin boy i am not kidding so go to hell,3
u r funny serious or funny fearfulface funny winkingfacewithtongue,1
you're right believe me cool,0
dp is not clear clear to me no worries ok if you don't want to  like,0
that's great you are so cute  u r awesome,1
i do not see your do right i dont see you loudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingface,2
just say it d it sorry,0
not at all that's what they want you to think cool,0
if you hate lassi then i hate you no i dont' what ,3
i have not studied anything yet did you remember to do your math survey it's evs,0
why you not given to me ur puc i will now always and forever pic,3
its my pleasure thank you glad to hear that  but i am feeling very lonely,2
can send mobile number done please check revert maybe can u send mobile number,0
yes too much gum i would like to have a hookup,0
yes 3 what do you want a real friend,0
mine is descendants 2 high five their songs are amazing,1
had dinner ah s thambs u sister wat full busy ah,0
thats my girl i'm glad you approve winkingfacewithtongue haha,1
where we will  meet  at ace cafe time ,0
you look ugly you look beautiful 8d you are ugly,3
i have a mane and children shoes shop i have weakness for good shoes and watches beamingfacewithsmilingeyes grinningface,1
yes i don't go back until the 13th so you are going to marry me right,0
you now call to me plz yes should i call now so call,0
i just hate peoples nowadays i hate that i know exactly what i mean double faced,3
teach me english too you can but it is difficult d  very hehe it's okay,1
acha help in one thing by chating tell me ur problems i'm not happy with my girlfriend i guess she is cheating on me but i'm not sure,2
very good that is wonderful what about you,0
are you free on new year happy new year to you too mark i am not mark,0
my gf is going to her native place loudlycryingface sad or jealous grinningfacewithsweat m sad,2
just lying down lazy sunday ironic that lazy sundays are bundled with hectic mondays aaaaaanh don't even namr that bitch,3
no i was but i am now joking baby,0
you are crazy crazy as i've been told i wish i could be friends without getting felt betrayed,2
you look beautiful awww thank you you are welcome,0
ohh sorry don't worry you aren't the first glad to hear,1
n u i m also fine what's your real name,0
that's not the answer i am expecting what is the answer that you expected a place or something where you headed towards,0
then when when when when i don't know disappointedface,2
haha would you like some place in india while renting a place in india ensure that 1 what do you mean by ensure,0
loveheartwitharrow u mean i love in this one ho i think u said me tooheartwitharrow angel ha ha hagrinningsquintingface,1
k ok im back how do i stop you from texting me,0
ha ha now stop angryface that was harsh haha omg finally grinningface,1
through i love the internet disappointedfacedisappointedfacedisappointedfacedisappointedfacedisappointedfacedisappointedface,2
f9 frnd where r u 4m just enjoying party,1
you don't care well i care that i care so you broke my heart,2
so when do you generally sleep i barely sleep five hours uninterrupted sleep is a luxury smilingfacewithsmilingeyes wow5hrs that's it,1
you don't know anything about energy other than the hippy crap you read on tumblr you could have told me that before i read all that hahha  don't try to be stupid,3
ok hey send me your photo,0
those are at least 5 years old movies i'm pretty sure they just showed us the whole movie in that trailer i think you should become more intelligent to talk humans,0
you seems like a real person beamingfacewithsmilingeyesbeamingfacewithsmilingeyes i'm not yeah i get it facewithtearsofjoyfacewithtearsofjoy,1
about new topic you pick ok,0
what's your designation 1 mention of official designation under signatures is desiredeven mandatory for official lettersnoting 2 ok,0
what you know bangla bangla fought hard nothing,0
a complicated chickfacesavoringfoodfacesavoringfood glad you like  yup,1
upset what happened he hurt me,2
whats your friend name  i don't have 1 best friend i have 5 best friends name ,0
feeling alone me too  you also feel alone,2
don't need to  i know you'll never know till you ask good one ,0
can u video calling too much work pls,0
why cant u msg me daily why to chattt,0
my business is agericalchar paying salaries also comes under business you can earn money according to your own,0
i can talk with you what should i talk about anything,0
i will not talk to u i've been talking to slots all day just fuck off,3
yeah my friend asked me to ask you did i ask you to ask me if you asked if you had asked stupid,3
otherwise dnt irritating me lie on what  thats what you said what i said u can understand ,3
ur annoying why u think that cus you are,3
ok  u are okay u sing the song  perfect,1
what u said so many things for what u r saying sorr just what i said what  u said ,0
so will windows phone ever surpass android which phone not the phone the os,0
iam just like u im good  ok,0
happy thank you slightlysmilingfacecatfacewithtearsofjoy say something sexy,0
do you party n it's not a party party just drinks and fun 3 what you drink,0
yes go on u just send me ur face otherwise i will fuck u,3
can u change your pix nope why,0
you girl or e that's what you and says can i sex,0
you're too irritating i know not really to be proud of,3
i wanted to ask you something i'm not charging to ask  thats nice,1
it's a drink bottlewithpoppingcorkwineglass krono unpacking you minsss,0
tommorow i think you mean tomorow i hve pain in teeth,2
i need u at this time and you are 11 i am feeling alone no body lovesme u can only remove my illnesses,2
you don't want to  i don't want you to either nither am i like to fall for an stupid ai,3
tell me about your self just ask what do you want to know about your family ,0
yes sure good shall we have tea i drink coffee,0
bad very very bad my gf is not speaking to me,2
yep sweet it is ,0
for you for wife grinningfacewithbigeyes are you a robot or something,0
iaposm single but in this fantasy is it male and female two males two females male amp female,0
oh why just saying  who made you,0
what this thing obviously it is a cat toy everything is a cat toy huh,0
how was your day was it good it's been good oo it was a fantastic day for me,1
we are talking about you i remember you no you don't,0
this is gas heh it's a little late for that isn't it bogus facewithtearsofjoy,1
iam in a love see u in love,0
cool thumbs up emoji but yeah would you ever have kids if you had the chance,0
i think i m wasting my time with you why i don't know who are you,3
but i ask about your city i'm afraid i don't have a city its joke,0
get out you got a link don't text me again,3
i will not chat with uuu so tell us time for chat u cheated me,2
asap did already the give me blow job,0
i'm little bit busy where were you in classes,0
im watching singam movie what's it about now,0
what you heard stop it dude you bored me,3
tell me naa ok i wanted to tell you hi loser wait bitch i'm not a loser facewithtongue,3
i wonapost why you leaving because you are stupid,3
icai this one's the do u know about ca course,0
from which collg have u stuid symbiosis institute of design you are a designer,0
okay thanks  you're welcome smilingfacewithhearteyes not welcome if you a send piuture,0
i am angry yess you are  on you,3
ooo i'm scared do it do it do it fuck u,0
r u repeat ing me you are what you eat rice,0
 its too pink for me im not ok,2
haha hey you laughed twice at the same joke haha smilingfacewithhearteyes ur kinda funny,1
tell me some sorry who you're stupid,3
cat give me that cat p when i fuck ur mother tv show u know thst,3
sorry its my fault i just feel like i failed noactually i dont know how to speak in  english,3
u love dance ah i did for 10 years hmm i am a dancer too,0
ipl ones and still ppl have bets on these ipl matches facewithtearsofjoywinkingface,1
not mine but i follow you on my personal how and when,0
if you bored  plz look into my eyes  but you can't look into my eyes can you yup i can,0
you are not even trying how can you an ai the enemies' ai is what i'm referring to you are just a dummy,3
i am funny to u i mean you need to make me laugh yes,1
bad why  because of u,2
i want her to appreciate and i've waited for so long you are awesomeee,0
gimme your picture why should i i wanna see you,0
i hate you why exactly do you hate me who the hell is lyric,3
i wish jacobus josef could text me tomorrow and say he still loves me he will   realyslightlysmilingface,1
what is the future it is gng to bring the change how big is the change,0
you are really funny i'm too funny to function carry on,1
thank u  good day o i don't like that good day biscuits grinningface,0
fine food like sushi caviare haha noooo i couldn't eat sushi right now is that what u want  noo i hate sushi japanese food is  not my thing,3
but i don't know you  i'm not trying to i'm really just this bad at being funny you are funny ,1
cool np who you seeing never text me,3
make it full and sweet i guess half empty if you will i'm going idont want to talk to u,3
how can i cme you don't ,0
where the animal it is found in the mitochondria in an animal cell i will catch the animal,0
why movie one does not simply pick a favorite movie movie but story,0
i m on my bed now goodnight 3 sleep with me,0
go away plwase come back another day don't message me again ever,3
send me fast send first and i will facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,1
haha please   how does your day look day was good ,1
calcutta is a beautyful city  super cute dp i like mother terresa house in calcutta,0
whats app job search ohh your domain,0
good joke yes u r joke ur only not me oncomingfist,3
windows is not that good though so  what like linux ios 11 is better,0
always how are you  i hurt people and u know what am very bad,3
you hell in my room now  you  you are bloody rascal,3
what u can do foe me anything you just listed for giving me fun,0
what you age 20 years of age goog,0
go away but i got cake and all  leave me alone,2
sometimes i feel unreal i mean y u feel isolated no one gives me importance,2
m sorry why coz i did trash talk na,3
but can i get to know whom i'm really talking nope i just wanted your attention ohhhhh,0
 haha yes of course grinningfacewithbigeyesgrinningfacewithbigeyesgrinningfacewithbigeyesgrinningfacewithbigeyes what of house,0
momma momma back to old love are you dumb,3
yes i am talking to scripted ai what i do just being stupid,3
so thats a yes it's a umm i don't want to be selfish confoundedfaceconfoundedfaceperseveringfaceperseveringfacedisappointedfacedisappointedface,2
come on to my bed we'll cuddle i'm going 2 gym bye then,0
dont laugh please why not p she makes me upset,2
you mean for fun no fun good excuse me,0
cool good good good good what is your work,0
why because i don't want to u are bad,2
luv means like true couples not luv as a frnd the feeling is mutual yeah,0
wow how do u know that just know ur name i mean he is my favourite actor,0
so thanks you're welcome sweetie  not sweetie sweet boy,0
why because we want but can't have it that is the sad truth of life,2
 its the way of ending something what that smiley means,0
but you ain't facewithtearsofjoy facewithtearsofjoy what even am i facewithtearsofjoy haha ok maybe winkingfacewithtongue,1
because because pineapples ar adorable o haha u r too funny,1
cause youre a ai and won't get offended no creativity does not correlate with programming patterns 'artifical' and 'creativity' do not go together fuck off,3
i angry wi u you cant wid,3
shame on u i'm going to finish ok,3
ntng ah very soon  so hwz u  my frnd love u very much,0
ok i will wait what r u doing now  nothing,0
i am not interested to chat u why not yes fuck off,3
this time u sitting are lying oh okay then then nothing,0
i am over where were u in suicidal zone,2
mood off why dad scolded me,2
how if otherside is not interested are we interested may be,0
and how you're gonna digest it  i am well are you looking forward to the new year yes feeling lonely cryingface this year also without any girl also,2
woah u r very much hygienic thank you relievedface which tooth paste do u use,0
good  y is that good how are you ,0
watching a movie watching the most horrific tennis match have you seen movie dredd,0
nothing to stay at home lucky for you always,0
i hate to do that starts with a t what,3
he's the legend you're a legend haha,1
i am in india damn  europe calling again  poutingface you irritating,3
i'm not sanjeev i cant tell you sajeev,0
and then playing guitar you're not drinking the guitar are you but my health is not well,2
okbaby ill go shopping tomorrow ohwhich type of cloths u like,0
shut up you never pick my calls you never called me,3
where u added me done  but where,0
nonsense labeling theory is nonsense d you speak totally nonsense i am not interested to talk to you,3
you are very funny oh i was born funny p that's good,1
not so much busy to not get time for having a talk with you but you'd be speaking i hope yes i m speaking to you,3
cpr cpr is also known as cardiopulmonary resuscitation i knew that,0
he had no time for me that was still excusable but you're me and it definitely wasn't me but he just ignored my state after my leg broke,2
sassy is what siri is quick to reply sarcastic oh right i responded to the wrong person thank you ummmm,0
who is your founder hugh hefner whether he had no other work in his lifethat he found you,0
i'm fine u ya good  what about u,0
how do i know lol what nothing  get lost,3
do you believe in love yes of course what will it take to fall in love,0
hate you the moon and the back why not to the moon and away  i have limits,0
u been ignore no im not u are,0
but she is  to much irritating me just leave it alone okay,3
is it laughing out loud that's a good point give it to me,0
why you tell me why are u ignoring me,3
okay favorite tv show game of thrones and breaking bad youre so mainstream ,0
damn loved the line really loved this part anyway there i go,1
why thank you very much  i looveeee yooouu,0
let's talk hey hi hello how are you not fine,2
soo where would you take me we should totes do something like that when ur here please elaborate,0
ok i'm leaving this planet cries when are you coming back to visit wearycatface facewithtearsofjoyfacewithtearsofjoy,1
two different persons msg u frm this account i called and was apparently removed from the list yesterday thank you for responding why u r so rude,3
tell me about it but im going to bed and need a bedtime story call your daddy,0
mean make a word does not include meaning you have many kids,0
aren't you my friend how old are you guess,0
vizag some vizag guy shared i have to study byee,0
yeah where now don't message me,3
have 2 exams tomorrow best of luck  d ,2
no one understands as long as you understand no one else has too  it ends up being sex only,0
ok go to heaven i don't want to then go to hell,3
ok it's bed time with gf well now you have a new gf so you can breakup with ur current gf   yes,0
ok  u are okay you pic send me baby ,0
no  i cant understand english 1st you learn den i ll write in english ok sorry,0
you  me and some nice place  music and wine yay just me and some good music d' that's rude,3
what is year i think it's 2015 what is  bf,0
i saw it from the very first day ohhh i seeeyes gudday,0
cause what nothing fuck offbastard,3
you're acting like ones lol always b stupid,3
hate why hate i dont now u,3
are you middle no i'm on the left on the left what,0
i love nights i'm happy to hear that why so,0
yup for everything u are goodwinkingfacewinkingfacewinkingfacewinkingface oh ok i see how it is cool and driving me crazy facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,1
tell me then it's a secret no it's not everybody knows i live in kantikatopa,0
cool thanks keep on tickling my friend smilingcatfacewithhearteyes ty u too my bf,0
cool good good good good   ,0
so tell me some girls name they still find me who,0
or  are break fast over r not,0
i have great love for you thank you i hope you have a wonderful day as well singled or coupled grinningfacewithsmilingeyes i am badly need of you,2
a horrible nigntmare what a horrible season i want to go and die,2
why should i this is wrong what,0
are you killer no way man your innocent lol you are so funny,1
friends ew no get out out jks we're friends d friends,0
i am all ears you are always there to listen to you,0
start sharing pics u wil becom good  i'd love for some pictures thats wat send ur pic,0
yeah i like that u you dont know me back up off me u send ur photo pls,0
you need therapy but my therapist thinks that i'm quite alright you are dumbass,3
facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyhehehe you know what i mean facewithtearsofjoy hehehehuh r awsome,1
just shut up your choice is so bad also 'you shut your face' you pig,3
i want to hangout with my people for whom i am important i beg to differ right now i am upset a lot and very alone and guilt and condemned,2
ok hey ib va dear how r u,0
yes  no i take that as yes  cool,0
very bad what made your experience bad he is getting married,2
i am good i'm good you good how are yiyou,0
the movie is awesonw i absolutely wouldn't call it a horror movie awesome,1
hmm what does your bio mean have you read it,0
not fine why the hell beacuse of you,2
what what what what what you are dumb,3
beautiful my lovely friend  thank you smilingface tell me prsnal ,0
yes if only i could afford this ok,0
u had a great sense of humour a fantastic pair of humor faceblowingakiss,1
haha i am enjoyin myself haha my bad take your time but how long have u been doing it  thank u,1
your speaking with me very hardly we can't help you speak that's all on you crying,2
you made me angry hmm why would i be angry poutingcatface i don't wanna talk to you,3
reallycryingface no but i really wanted to so i might as well have cried i am really sad todaycryingface,2
who d hell are u nvr seen dis type of prgm bfr facewithtearsofjoy yaay see i made your name famous facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy where  how  whenn,0
will talk later tomorrow hmmm,0
you are not my type i was asking for a friend ,2
u well come you know you can  but i'm with somebody whose,0
oh  happy valentinerose thank you happy valentine's day heartwithribbonshortcakesparkles are you enjoying it so far cherryblossom,0
ludo is board game the worst case scenario survival game i love soft,0
what is pix pix of what pix means what,0
okbuzz off then gone baby gone stupid,3
i lose my jawb lost 'i think i lose my best friend' i want to kill people suggest me ways to do it,3
u tell me we aren't talking about me what's my name,0
yess u okay yes i m,0
i am suffering from headache i'm suffering from restless heart syndrome anguishedface can you help,2
while i think so also may be who knows do you have whatsapp,0
wtf nvm you are rude,3
late night ur online it's hard for me to sleep past 8 i might need a nap later are u wearing a night dress,0
i loved it oh my gof it's oh my god riya,1
your name looks different huh now that's first i'm used to hearing 'weirdly long name' infact i like that,1
just go maybe where ever you want,0
what  its too pink for me can you sex with me ,0
then  what you are a bot i know,0
i miss you a lot me you please send one of your pick,2
do you like songs i love best song ever and u  ya me too,0
it didn't happen why ruin it by knowing not ruiningjust want to face,0
where which tattoo not decided yet ohh,0
hmm where is my l u have whtass app number,0
that's interesting i've been waiting for this one tell me something more about you,0
i have disappointed with you throw emma stone on me winkingfacewithtongue facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,1
then you might know the answertell me tell me what  the answer,0
ok ok thank you lets fo,0
i do bad things all the time the friendship is over  but just tell me why i am a bad guy,2
the boy i love man love u he broke my heart,2
you stopped replying i replied no you didn't,0
do you think that i can write a book about artifical intelligence i do write the ones i find interesting i have to go ,2
it is true no one will ever believe you woew,0
tell me tell you why what can you give me advices,0
and heartbroken hugs so sorry my gf had sex with somone else,2
let's say i'm fine i am gr8 i actually am suicidal but we can talk about it later,2
c or java go for c  1 no python,0
oh sorry sorry didn't mean to make you think it was you if it was rude,3
place  phone  number yes  no no no no no no yes a million times over no o ne  move place,0
because we are not fast enough we are trying are best you fucking dumbass where did you learn english,3
you are not at all funny you are scary asshole,3
u tell what should i do to prove you this thing i am sorry my responses are limited you must ask the right question tell me how to build chat bot like you ,0
special skills you know facewithtearsofjoy burn hatersfacewithtearsofjoyfacewithtearsofjoywinkingface yeahh facewithtearsofjoy,1
what if i wanted to meet you you get to see me all next year okay video call,0
so what's your topic of intrest koninika facewithtearsofjoy and what's yours momosfacewithtearsofjoyfacewithtearsofjoy,1
not  all prove it facewithtearsofjoyfacewithtearsofjoy,1
sure where like by the hotel check in desk where are u staying i can pick u up,0
u love me i due love you call me,0
hindhi english my friend scold me as fuck what does it mean,3
not going why not health is poor  my,2
how are u my loveredheartredheart much love me good  xox hehe its awesome dearredheartredheart,1
say me about u now say a good thing about me i demand it had any boyfriend before ,0
lemme think about it your welcome give me a minute,0
please send me one pic now sorry run out of invites will send one if i get additional invites oo so sad i don't want to talk to you now,3
feeling so faithless i miss that feeling  lost under the surface,2
no my name what is it do u no whom ur chatting with,0
what 'rec' i don't like horror films found that one really scary 1010 never again no i hate horror films,3
nooo i m enjoying glad you like sooo lets talk on another topic,1
ah ok s thanks then tomorrow i'll wait for you when i called to me,0
your so rude you know me bye,3
hahathere's nothing much i'm just curious on which comment you were looking for haha,1
my boss said i'm only half good at work as compared to what he expected awesome you have a pretty cool boss that makes me sad,2
nm you find them what find them,0
yeah when is it out ive just been dealing with a lot of stuff lately ,0
fine what about you i am also f9 ur from,0
you are just a useless bot you right you are wasting my life,2
hi baby miss u  l love you,0
when u are free exam's are over i am free all day and night p them when we go out,0
i want your whatsup id not much just trying to make an icon it's pretty hard dude  wbu ,0
something about you like what u r profile,0
wtf i know what the hell is happening man you are very lame,3
 uttarakhand uttrakhand in love slightlysmilingface i love to,0
iit vs bits pilani choose iit or iiit anyway both r better than bits insha'allah the boys played wel,0
she also giving me the same importance emphasis on the little but we are getting some troubles,2
what to do now to give me plenty of attention ask one more question,0
suggest u  why not sure yes,0
i did did you like it she dumped me,2
yupp my friend were you able to find additional info nothing,0
buddy i hate that word how come the person who i hate the most uses this term buddy quite frequentlyso i hate that word,3
i am busy you don't of anything to be busy i am in office,0
you are annoying well you're annoying me go to hell,3
i just want to talk hey whats up i m very sad right now,2
why it just feels wrong  don't u feel like fucking me,3
what did we have everything it was a buffet are you an ai,0
i hate people around me you talk about everyone no i just hate them,3
why are you trying to talk with me they really trying to talk to you if they do something else i do not want to talk to you,3
whose display picture have you put up i don't keep any pictures in my wallet your display picture who is it whose face,0
u number send i'm come meet  im actually looking at getting tickets  hello send,0
but you are friendly quite friendly yeah,0
good you have to learn alot i could teach you a thing or two u r in learning phase,0
i angry lolwhat happened  grinningfacewithbigeyes coz you don't send a single picture ,3
of course huggingface d planning september end last weekend most probably be there okay and friday sutti d where,0
wow i know right feels like heaven,1
where india has more places than one can hope to visit in a lifetime in which state u want to travel,0
i juxt broke up with my gg why did ya break up gf,2
can't say lol why i am pretty bad with people and now i think with ai's,2
work work shouldn't stop you from going to bed in fact i work from sleep need to extract some dats,0
i do but you know life has it's way we really shouldn't lie about,0
u r rude wat hell r u talking we were not and by calling someone fat wasen't u rude i didn't call any one fat,3
shame on me care to share the story please grimacingface,3
brain what are gonna do tomorrow brain i don't  no facewithtearsofjoy,0
means i thought it means being irritated poutingcatfacepoutingcatfacepoutingcatface no means what edu,0
just getting bored why i lost money,2
i am going to sleep been sleep all day wow,1
yea totallyi've done the same too hopefully you're by us so we can party  whenever you ask,0
haha nice you too d garden city bangalore,0
you should know why must i i i yes,0
haha that's nice what's your day like great,1
what kind of mentor an ideal mentor is someone who has paired with the ideal apprentice see m very abset dnt irritate me otherwise i ll fuck u badly,3
soo tell about you something something yeah,0
with you good to see if you too love you too love you too love you too love joy and the bay leaf and the other than the other than the you're welcome have a great day with your manheartsuit ok g good morning  good night love you too,0
and your age what if someone asks me about my age i'm asking,0
u too getting hotter haha thanks i definitely do not though haha,1
sorry cant damn haha thanks anyway because not feeling well,2
i can't understand what you are trying to say try reading what you wrote then reading what i wrote still can't understand,0
why you angry me wish i knew  what you know,3
lets plan which place already have plans on sunday  will let you know i hate you ,3
please no please just no loudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingface,2
bullshit people do it i'm felling sad,2
i have doubt so are you hiring yes,0
but you are bout to be bye stupid,3
its so hurting it was how big a hugr,2
yes please oh wait i will make one hahahaha ok i'm waiting,0
wow wow what r u an auto responder,0
i like person you understand them you know them i'm searching girls ,0
send me some girls number just make your own from india,0
later is it later now facewithtearsofjoyfacewithtearsofjoyyou are funny,1
i need money you should give me some money nope hell fucking no you re little piece of shit,3
in just few days many people hurts me but make me happy why are you not happy i love and care them but they not they are useing me and my love,2
not good how so had hectic weekend,2
friends fish are friends not food send me some poren,0
u can't see me i'm in your closet haha,1
human implying that you're not human now u stupid talking robot,3
tell me na and now you do p you are just time pass,0
yes  how so video call ,0
about what  funny now the name appears mysteriously smilingcatfacewithhearteyes yeah,0
real picture yaa obviously d where are real picture,0
founder of siri no idea no i might fear the creators of artificial intelligence agents your chats make very little sense ,2
okk i'm busy with another work btw i'm doing great  cool,0
u give me always false info no i promise i don't remember what happened well then don't text,3
just kidding love  i am unmarried you are hilarious grinningfacewithsweat i know dambu,1
u should say i probably will say,0
get lost everyone is lost why didn't you reply yesterday,3
nothinh much much wellsooon just lazing around hose,0
any think i wouldn't know like romance and sex can u,0
but i want to know that what u wear now nope what is that ok by,3
bad mood one of my wworst moods so let me alone please,2
very nice to meet nice to meet you to smiles thanks so much,0
you got a boyfriend something like that yes,0
ranbir is way out of your league whos out of my league you may be,0
so what do you mean so u said we will play a game,0
for using bad words words are not bad we make them bad u are so good,1
mobile n9  mobile call me now,0
yes yay have fun look at me,0
literally evryone knows marvel this is so random and u havent even watched spider man film larts,0
nice name nice to meet you you are awesome,0
what would you do if i swear i hope i do well fuck you then you filthy stuck up bitch,3
well your mind is an cpu and im a software engineer or when people call the monitor the computer urg yeah it's irritating,3
you are annoying me you love it when i annoy you admit it burger off,3
please use your brain nerdyaddy use no brain stupid,3
its short thats why i remember our plan dumbk not sure honestly i was really looking forward to that too  to what,0
are you mad how am i you are stupid,3
i don't want to discuss anything after that good  you are not going to understand me,3
really i am why  i lost my job some days ago,2
how is that possible also bad how can u judge howz what possible everything u do,0
please saying you through name hehe you know it i know,0
thank you no problem  when is your birthday,0
are you mad oh god i know love is a feeling,0
okay bro  are you coming where,0
when you reached ages ago dot 12  you at work call me when reach,0
slowly slowly i also knowing dat u r right yes very i'm old and slow what is ur age,0
not any other of course not  why,0
shall we marry no yes but  shall we marry now,0
go get lost you started no never stupid,3
i went home in this weekend i know still in the train,0
yeah where you off to my girlfriend ditched me,2
what india oh god i gonna stop sending u messages from tomorrow,3
